Voltage(V)	Runtime
7.69		5646996
7.69		5647115
7.69		5647234
7.69		5647353
7.69		5647472
7.69		5647591
7.69		5647711
7.69		5647830
7.69		5647948
7.69		5648068
7.69		5648187
7.69		5648306
7.69		5648425
7.69		5648544
7.69		5648666
7.69		5648785
7.69		5648904
7.69		5649022
7.69		5649142
7.69		5649261
7.69		5649380
7.69		5649500
7.69		5649618
7.69		5649737
7.69		5649857
7.69		5649976
7.69		5650095
7.69		5650213
7.69		5650333
7.69		5650452
7.69		5650571
7.69		5650691
7.69		5650809
7.69		5650928
7.69		5651047
7.69		5651167
7.69		5651286
7.69		5651404
7.69		5651523
7.69		5651643
7.69		5651762
7.69		5651880
7.69		5652000
7.69		5652119
7.69		5652238
7.69		5652357
7.69		5652476
7.69		5652595
7.69		5652717
7.69		5652836
7.69		5652955
7.69		5653074
7.69		5653193
7.69		5653312
7.69		5653432
7.69		5653551
7.69		5653669
7.69		5653788
7.69		5653908
7.69		5654027
7.69		5654146
7.69		5654265
7.69		5654384
7.69		5654503
7.69		5654622
7.69		5654742
7.69		5654860
7.69		5654979
7.69		5655099
7.69		5655218
7.69		5655336
7.69		5655455
7.69		5655575
7.69		5655694
7.69		5655813
7.69		5655931
7.69		5656051
7.69		5656170
7.69		5656289
7.69		5656409
7.69		5656527
7.69		5656646
7.69		5656768
7.69		5656887
7.69		5657007
7.69		5657125
7.69		5657244
7.69		5657363
7.69		5657483
7.69		5657602
7.69		5657720
7.69		5657840
7.69		5657959
7.69		5658078
7.69		5658196
7.69		5658316
7.69		5658435
7.69		5658554
7.69		5658673
7.69		5658792
7.69		5658911
7.69		5659030
7.69		5659150
7.69		5659269
7.69		5659387
7.69		5659506
7.69		5659626
7.69		5659745
7.69		5659864
7.69		5659983
7.69		5660102
7.69		5660221
7.69		5660340
7.69		5660460
7.69		5660578
7.69		5660697
7.69		5660819
7.69		5660938
7.69		5661058
7.69		5661176
7.69		5661295
7.69		5661414
7.69		5661533
7.69		5661652
7.69		5661771
7.69		5661890
7.69		5662010
7.69		5662129
7.69		5662247
7.69		5662366
7.69		5662486
7.69		5662605
7.69		5662724
7.69		5662842
7.69		5662961
7.69		5663081
7.69		5663200
7.69		5663319
7.69		5663438
7.69		5663557
7.69		5663676
7.69		5663795
7.69		5663915
7.69		5664033
7.69		5664152
7.69		5664271
7.69		5664390
7.69		5664509
7.69		5664628
7.69		5664747
7.69		5664867
7.69		5664984
7.69		5665102
7.69		5665221
7.69		5665341
7.69		5665460
7.69		5665579
7.69		5665698
7.69		5665817
7.69		5665936
7.69		5666056
7.69		5666174
7.69		5666293
7.69		5666413
7.69		5666532
7.69		5666651
7.69		5666770
7.69		5666889
7.69		5667008
7.69		5667128
7.69		5667247
7.69		5667365
7.69		5667485
7.69		5667604
7.69		5667723
7.69		5667843
7.69		5667961
7.69		5668080
7.69		5668200
7.69		5668319
7.69		5668438
7.69		5668557
7.69		5668676
7.69		5668795
7.69		5668915
7.69		5669037
7.69		5669155
7.69		5669275
7.69		5669394
7.69		5669513
7.69		5669633
7.69		5669751
7.69		5669870
7.69		5669990
7.69		5670109
7.69		5670227
7.69		5670347
7.69		5670466
7.69		5670585
7.69		5670705
7.69		5670823
7.69		5670942
7.69		5671062
7.69		5671181
7.69		5671300
7.69		5671418
7.69		5671538
7.69		5671657
7.69		5671776
7.69		5671896
7.69		5672014
7.69		5672133
7.69		5672252
7.69		5672372
7.69		5672491
7.69		5672609
7.69		5672729
7.69		5672848
7.69		5672967
7.69		5673089
7.69		5673207
7.69		5673327
7.69		5673446
7.69		5673565
7.69		5673683
7.69		5673803
7.69		5673922
7.69		5674041
7.69		5674161
7.69		5674279
7.69		5674398
7.69		5674518
7.69		5674637
7.69		5674756
7.69		5674874
7.69		5674994
7.69		5675113
7.69		5675232
7.69		5675352
7.69		5675470
7.69		5675589
7.69		5675708
7.69		5675828
7.69		5675947
7.69		5676065
7.69		5676185
7.69		5676304
7.69		5676423
7.69		5676541
7.69		5676661
7.69		5676780
7.69		5676899
7.69		5677019
7.69		5677139
7.69		5677259
7.69		5677378
7.69		5677497
7.69		5677617
7.69		5677735
7.69		5677854
7.69		5677973
7.69		5678093
7.69		5678212
7.69		5678330
7.69		5678450
7.69		5678569
7.69		5678688
7.69		5678808
7.69		5678926
7.69		5679045
7.69		5679164
7.69		5679284
7.69		5679403
7.69		5679521
7.69		5679641
7.69		5679760
7.69		5679879
7.69		5679997
7.69		5680117
7.69		5680236
7.69		5680355
7.69		5680475
7.69		5680593
7.69		5680712
7.69		5680831
7.69		5680951
7.69		5681070
7.69		5681191
7.69		5681310
7.69		5681429
7.69		5681549
7.69		5681668
7.69		5681786
7.69		5681906
7.69		5682025
7.69		5682144
7.69		5682264
7.69		5682382
7.69		5682501
7.69		5682620
7.69		5682740
7.69		5682859
7.69		5682977
7.69		5683097
7.69		5683216
7.69		5683335
7.69		5683453
7.69		5683573
7.69		5683692
7.69		5683811
7.69		5683931
7.69		5684049
7.69		5684168
7.69		5684287
7.69		5684407
7.69		5684526
7.69		5684644
7.69		5684764
7.69		5684883
7.69		5685002
7.69		5685122
7.69		5685242
7.69		5685362
7.69		5685481
7.69		5685600
7.69		5685719
7.69		5685838
7.69		5685957
7.69		5686076
7.69		5686196
7.69		5686315
7.69		5686433
7.69		5686553
7.69		5686672
7.69		5686791
7.69		5686909
7.69		5687029
7.69		5687148
7.69		5687267
7.69		5687387
7.69		5687505
7.69		5687624
7.69		5687743
7.69		5687863
7.69		5687982
7.69		5688100
7.69		5688220
7.69		5688339
7.69		5688458
7.69		5688577
7.69		5688696
7.69		5688815
7.69		5688934
7.69		5689054
7.69		5689172
7.69		5689294
7.69		5689413
7.69		5689532
7.69		5689652
7.69		5689771
7.69		5689889
7.69		5690009
7.69		5690128
7.69		5690247
7.69		5690366
7.69		5690485
7.69		5690604
7.69		5690724
7.69		5690843
7.69		5690961
7.69		5691080
7.69		5691200
7.69		5691319
7.69		5691438
7.69		5691557
7.69		5691676
7.69		5691795
7.69		5691914
7.69		5692034
7.69		5692152
7.69		5692271
7.69		5692391
7.69		5692510
7.69		5692628
7.69		5692747
7.69		5692867
7.69		5692986
7.69		5693105
7.69		5693224
7.69		5693346
7.69		5693465
7.69		5693584
7.69		5693704
7.69		5693822
7.69		5693941
7.69		5694060
7.69		5694179
7.69		5694299
7.69		5694417
7.69		5694537
7.69		5694656
7.69		5694775
7.69		5694894
7.69		5695013
7.69		5695132
7.69		5695251
7.69		5695370
7.69		5695490
7.69		5695608
7.69		5695728
7.69		5695847
7.69		5695966
7.69		5696084
7.69		5696203
7.69		5696323
7.69		5696442
7.69		5696561
7.69		5696680
7.69		5696799
7.69		5696918
7.69		5697037
7.69		5697157
7.69		5697275
7.69		5697394
7.69		5697516
7.69		5697635
7.69		5697755
7.69		5697873
7.69		5697992
7.69		5698112
7.69		5698231
7.69		5698350
7.69		5698469
7.69		5698588
7.69		5698707
7.69		5698826
7.69		5698946
7.69		5699064
7.69		5699183
7.69		5699303
7.69		5699422
7.69		5699540
7.69		5699659
7.69		5699779
7.69		5699898
7.69		5700017
7.69		5700136
7.69		5700255
7.69		5700374
7.69		5700493
7.69		5700613
7.69		5700731
7.69		5700850
7.69		5700969
7.69		5701089
7.69		5701208
7.69		5701326
7.69		5701446
7.69		5701567
7.69		5701687
7.69		5701806
7.69		5701924
7.69		5702044
7.69		5702163
7.69		5702282
7.69		5702401
7.69		5702520
7.69		5702639
7.69		5702758
7.69		5702878
7.69		5702996
7.69		5703115
7.69		5703234
7.69		5703354
7.69		5703473
7.69		5703591
7.69		5703711
7.69		5703830
7.69		5703949
7.69		5704068
7.69		5704187
7.69		5704306
7.69		5704425
7.69		5704545
7.69		5704664
7.69		5704782
7.69		5704902
7.69		5705021
7.69		5705140
7.69		5705259
7.69		5705378
7.69		5705497
7.69		5705619
7.69		5705738
7.69		5705857
7.69		5705976
7.69		5706095
7.69		5706214
7.69		5706334
7.69		5706452
7.69		5706571
7.69		5706690
7.69		5706810
7.69		5706929
7.69		5707047
7.69		5707167
7.69		5707286
7.69		5707405
7.69		5707524
7.69		5707643
7.69		5707762
7.69		5707881
7.69		5708001
7.69		5708120
7.69		5708238
7.69		5708358
7.69		5708477
7.69		5708596
7.69		5708715
7.69		5708834
7.69		5708953
7.69		5709072
7.69		5709192
7.69		5709310
7.69		5709429
7.69		5709548
7.69		5709670
7.69		5709790
7.69		5709908
7.69		5710027
7.69		5710146
7.69		5710266
7.69		5710385
7.69		5710503
7.69		5710623
7.69		5710742
7.69		5710861
7.69		5710980
7.69		5711099
7.69		5711218
7.69		5711337
7.69		5711457
7.69		5711576
7.69		5711694
7.69		5711813
7.69		5711933
7.69		5712052
7.69		5712171
7.69		5712290
7.69		5712409
7.69		5712528
7.69		5712648
7.69		5712766
7.69		5712885
7.69		5713004
7.69		5713124
7.69		5713243
7.69		5713361
7.69		5713481
7.69		5713600
7.69		5713722
7.69		5713841
7.69		5713959
7.69		5714079
7.69		5714198
7.69		5714317
7.69		5714436
7.69		5714555
7.69		5714674
7.69		5714793
7.69		5714913
7.69		5715032
7.69		5715150
7.69		5715269
7.69		5715389
7.69		5715508
7.69		5715628
7.69		5715746
7.69		5715865
7.69		5715984
7.69		5716104
7.69		5716222
7.69		5716341
7.69		5716461
7.69		5716580
7.69		5716699
7.69		5716818
7.69		5716937
7.69		5717056
7.69		5717175
7.69		5717295
7.69		5717413
7.69		5717532
7.69		5717652
7.69		5717773
7.69		5717893
7.69		5718011
7.69		5718130
7.69		5718250
7.69		5718369
7.69		5718488
7.69		5718606
7.69		5718726
7.69		5718845
7.69		5718964
7.69		5719084
7.69		5719202
7.69		5719321
7.69		5719440
7.69		5719560
7.69		5719678
7.69		5719797
7.69		5719917
7.69		5720036
7.69		5720155
7.69		5720273
7.69		5720393
7.69		5720512
7.69		5720631
7.69		5720751
7.69		5720869
7.69		5720988
7.69		5721108
7.69		5721227
7.69		5721346
7.69		5721464
7.69		5721584
7.69		5721703
7.69		5721825
7.69		5721944
7.69		5722063
7.69		5722182
7.69		5722301
7.69		5722421
7.69		5722540
7.69		5722658
7.69		5722777
7.69		5722897
7.69		5723016
7.69		5723134
7.69		5723254
7.69		5723373
7.69		5723492
7.69		5723611
7.69		5723730
7.69		5723849
7.69		5723968
7.69		5724088
7.69		5724207
7.69		5724325
7.69		5724444
7.69		5724564
7.69		5724683
7.69		5724802
7.69		5724921
7.69		5725040
7.69		5725159
7.69		5725279
7.69		5725398
7.69		5725516
7.69		5725635
7.69		5725755
7.69		5725874
7.69		5725990
7.69		5726110
7.69		5726229
7.69		5726348
7.69		5726467
7.69		5726586
7.69		5726705
7.69		5726824
7.69		5726944
7.69		5727063
7.69		5727181
7.69		5727300
7.69		5727420
7.69		5727539
7.69		5727657
7.69		5727777
7.69		5727896
7.69		5728015
7.69		5728135
7.69		5728253
7.69		5728372
7.69		5728491
7.69		5728611
7.69		5728730
7.69		5728848
7.69		5728968
7.69		5729087
7.69		5729206
7.69		5729325
7.69		5729444
7.69		5729563
7.69		5729682
7.69		5729802
7.69		5729921
7.69		5730042
7.69		5730161
7.69		5730280
7.69		5730400
7.69		5730519
7.69		5730637
7.69		5730756
7.69		5730876
7.69		5730995
7.69		5731113
7.69		5731233
7.69		5731352
7.69		5731471
7.69		5731590
7.69		5731709
7.69		5731828
7.69		5731947
7.69		5732067
7.69		5732186
7.69		5732304
7.69		5732424
7.69		5732543
7.69		5732662
7.69		5732781
7.69		5732900
7.69		5733019
7.69		5733138
7.69		5733258
7.69		5733377
7.69		5733495
7.69		5733614
7.69		5733734
7.69		5733853
7.69		5733971
7.69		5734093
7.69		5734212
7.69		5734332
7.69		5734451
7.69		5734571
7.69		5734689
7.69		5734808
7.69		5734927
7.69		5735047
7.69		5735165
7.69		5735284
7.69		5735404
7.69		5735523
7.69		5735642
7.69		5735760
7.69		5735880
7.69		5735999
7.69		5736118
7.69		5736238
7.69		5736356
7.69		5736475
7.69		5736595
7.69		5736714
7.69		5736833
7.69		5736951
7.69		5737071
7.69		5737190
7.69		5737309
7.69		5737428
7.69		5737547
7.69		5737666
7.69		5737785
7.69		5737905
7.69		5738023
7.69		5738145
7.69		5738264
7.69		5738383
7.69		5738503
7.69		5738621
7.69		5738740
7.69		5738860
7.69		5738979
7.69		5739098
7.69		5739216
7.69		5739336
7.69		5739455
7.69		5739574
7.69		5739694
7.69		5739812
7.69		5739931
7.69		5740050
7.69		5740170
7.69		5740289
7.69		5740407
7.69		5740527
7.69		5740646
7.69		5740765
7.69		5740884
7.69		5741003
7.69		5741122
7.69		5741241
7.69		5741361
7.69		5741479
7.69		5741598
7.69		5741718
7.69		5741837
7.69		5741956
7.69		5742074
7.69		5742196
7.69		5742316
7.69		5742435
7.69		5742554
7.69		5742672
7.69		5742792
7.69		5742911
7.69		5743030
7.69		5743150
7.69		5743268
7.69		5743387
7.69		5743506
7.69		5743626
7.69		5743745
7.69		5743863
7.69		5743983
7.69		5744102
7.69		5744221
7.69		5744339
7.69		5744459
7.69		5744578
7.69		5744697
7.69		5744816
7.69		5744935
7.69		5745054
7.69		5745173
7.69		5745293
7.69		5745412
7.69		5745530
7.69		5745649
7.69		5745769
7.69		5745888
7.69		5746007
7.69		5746126
7.69		5746247
7.69		5746367
7.69		5746486
7.69		5746605
7.69		5746724
7.69		5746843
7.69		5746962
7.69		5747081
7.69		5747201
7.69		5747319
7.69		5747438
7.69		5747558
7.69		5747677
7.69		5747795
7.69		5747915
7.69		5748034
7.69		5748153
7.69		5748272
7.69		5748391
7.69		5748510
7.69		5748629
7.69		5748748
7.69		5748868
7.69		5748986
7.69		5749105
7.69		5749224
7.69		5749344
7.69		5749463
7.69		5749581
7.69		5749701
7.69		5749820
7.69		5749939
7.69		5750059
7.69		5750177
7.69		5750299
7.69		5750418
7.69		5750537
7.69		5750657
7.69		5750775
7.69		5750894
7.69		5751013
7.69		5751133
7.69		5751251
7.69		5751370
7.69		5751490
7.69		5751609
7.69		5751728
7.69		5751846
7.69		5751965
7.69		5752085
7.69		5752204
7.69		5752324
7.69		5752442
7.69		5752561
7.69		5752680
7.69		5752801
7.69		5752920
7.69		5753038
7.69		5753157
7.69		5753277
7.69		5753396
7.69		5753515
7.69		5753634
7.69		5753753
7.69		5753872
7.69		5753991
7.69		5754110
7.69		5754229
7.69		5754351
7.69		5754470
7.69		5754589
7.69		5754708
7.69		5754827
7.69		5754947
7.69		5755066
7.69		5755185
7.69		5755303
7.69		5755423
7.69		5755542
7.69		5755661
7.69		5755781
7.69		5755899
7.69		5756018
7.69		5756137
7.69		5756257
7.69		5756463
7.69		5756581
7.69		5756700
7.69		5756819
7.69		5756939
7.69		5757058
7.69		5757176
7.69		5757296
7.69		5757415
7.69		5757534
7.69		5757652
7.69		5757772
7.69		5757891
7.69		5758010
7.69		5758130
7.69		5758248
7.69		5758367
7.69		5758486
7.69		5758608
7.69		5758728
7.69		5758846
7.69		5758965
7.69		5759084
7.69		5759301
7.69		5759420
7.69		5759539
7.69		5759659
7.69		5759777
7.69		5759896
7.69		5760016
7.69		5760135
7.69		5760253
7.69		5760372
7.69		5760492
7.69		5760611
7.69		5760730
7.69		5760849
7.69		5760968
7.69		5761087
7.69		5761206
7.69		5761326
7.69		5761444
7.69		5761563
7.69		5761683
7.69		5761802
7.69		5761921
7.69		5762039
7.69		5762251
7.69		5762370
7.69		5762490
7.69		5762609
7.69		5762727
7.69		5762849
7.69		5762968
7.69		5763088
7.69		5763207
7.69		5763325
7.69		5763444
7.69		5763564
7.69		5763683
7.69		5763802
7.69		5763921
7.69		5764040
7.69		5764159
7.69		5764278
7.69		5764398
7.69		5764516
7.69		5764635
7.69		5764755
7.69		5764874
7.69		5764993
7.69		5765201
7.69		5765320
7.69		5765439
7.69		5765559
7.69		5765678
7.69		5765796
7.69		5765916
7.69		5766035
7.69		5766154
7.69		5766273
7.69		5766392
7.69		5766511
7.69		5766631
7.69		5766750
7.69		5766868
7.69		5766990
7.69		5767109
7.69		5767229
7.69		5767348
7.69		5767467
7.69		5767585
7.69		5767705
7.69		5767824
7.69		5768032
7.69		5768151
7.69		5768269
7.69		5768389
7.69		5768508
7.69		5768627
7.69		5768747
7.69		5768865
7.69		5768984
7.69		5769103
7.69		5769223
7.69		5769341
7.69		5769461
7.69		5769580
7.69		5769699
7.69		5769818
7.69		5769936
7.69		5770056
7.69		5770175
7.69		5770295
7.69		5770414
7.69		5770532
7.69		5770651
7.69		5770771
7.69		5770980
7.69		5771099
7.69		5771220
7.69		5771339
7.69		5771458
7.69		5771578
7.69		5771697
7.69		5771815
7.69		5771935
7.69		5772054
7.69		5772173
7.69		5772292
7.69		5772411
7.69		5772530
7.69		5772649
7.69		5772769
7.69		5772888
7.69		5773006
7.69		5773126
7.69		5773245
7.69		5773364
7.69		5773483
7.69		5773602
7.69		5773721
7.69		5773931
7.69		5774051
7.69		5774170
7.69		5774288
7.69		5774407
7.69		5774527
7.69		5774646
7.69		5774766
7.69		5774884
7.69		5775003
7.69		5775122
7.69		5775241
7.69		5775364
7.69		5775482
7.69		5775601
7.69		5775720
7.69		5775840
7.69		5775959
7.69		5776077
7.69		5776197
7.69		5776316
7.69		5776435
7.69		5776553
7.69		5776763
7.69		5776882
7.69		5777001
7.69		5777120
7.69		5777240
7.69		5777358
7.69		5777477
7.69		5777597
7.69		5777716
7.69		5777835
7.69		5777953
7.69		5778073
7.69		5778192
7.69		5778311
7.69		5778430
7.69		5778549
7.69		5778668
7.69		5778787
7.69		5778907
7.69		5779025
7.69		5779144
7.69		5779264
7.69		5779383
7.69		5779505
7.69		5779712
7.69		5779830
7.69		5779950
7.69		5780069
7.69		5780188
7.69		5780306
7.69		5780426
7.69		5780545
7.69		5780664
7.69		5780784
7.69		5780902
7.69		5781021
7.69		5781141
7.69		5781260
7.69		5781379
7.69		5781497
7.69		5781617
7.67		5781736
7.69		5781856
7.69		5781975
7.69		5782093
7.69		5782212
7.69		5782332
7.69		5782451
7.69		5782661
7.69		5782780
7.69		5782899
7.69		5783018
7.69		5783137
7.69		5783257
7.69		5783375
7.69		5783495
7.69		5783614
7.69		5783736
7.69		5783855
7.69		5783973
7.69		5784093
7.69		5784212
7.69		5784331
7.69		5784450
7.69		5784569
7.69		5784688
7.69		5784807
7.69		5784927
7.69		5785046
7.69		5785164
7.69		5785283
7.69		5785495
7.67		5785614
7.69		5785733
7.69		5785851
7.69		5785971
7.69		5786090
7.69		5786210
7.69		5786329
7.69		5786447
7.69		5786566
7.69		5786685
7.69		5786805
7.69		5786924
7.69		5787043
7.69		5787162
7.69		5787281
7.69		5787400
7.69		5787520
7.69		5787638
7.69		5787757
7.69		5787876
7.69		5787994
7.69		5788112
7.69		5788231
7.67		5788450
7.69		5788570
7.67		5788689
7.69		5788808
7.69		5788926
7.69		5789046
7.69		5789165
7.69		5789285
7.69		5789404
7.69		5789522
7.69		5789641
7.69		5789761
7.69		5789880
7.69		5789999
7.69		5790118
7.69		5790237
7.69		5790356
7.69		5790475
7.69		5790595
7.69		5790713
7.69		5790832
7.69		5790952
7.69		5791071
7.69		5791190
7.67		5791413
7.69		5791532
7.69		5791650
7.69		5791769
7.69		5791889
7.69		5792008
7.69		5792126
7.69		5792248
7.69		5792367
7.69		5792486
7.67		5792606
7.69		5792724
7.69		5792843
7.69		5792963
7.69		5793082
7.69		5793201
7.67		5793319
7.69		5793438
7.69		5793558
7.69		5793677
7.69		5793796
7.69		5793914
7.69		5794034
7.69		5794153
7.69		5794374
7.69		5794493
7.69		5794612
7.67		5794731
7.69		5794849
7.69		5794969
7.69		5795088
7.69		5795207
7.69		5795326
7.69		5795445
7.69		5795564
7.69		5795683
7.69		5795803
7.69		5795921
7.69		5796040
7.69		5796159
7.69		5796278
7.69		5796408
7.69		5796527
7.69		5796646
7.69		5796765
7.69		5796884
7.69		5797151
7.67		5797270
7.67		5797389
7.69		5797508
7.69		5797627
7.67		5797746
7.69		5797866
7.67		5797985
7.69		5798104
7.69		5798222
7.69		5798342
7.69		5798461
7.69		5798581
7.69		5798700
7.69		5798818
7.67		5798937
7.69		5799057
7.67		5799176
7.67		5799296
7.67		5799414
7.69		5799533
7.67		5799653
7.69		5799772
7.69		5799890
7.67		5800010
7.69		5800129
7.69		5800248
7.69		5800368
7.69		5800486
7.69		5800608
7.69		5800727
7.69		5800847
7.67		5800966
7.69		5801084
7.69		5801204
7.67		5801323
7.69		5801442
7.69		5801561
7.67		5801680
7.69		5801799
7.67		5801918
7.69		5802038
7.67		5802157
7.67		5802275
7.67		5802394
7.69		5802514
7.69		5802633
7.67		5802753
7.69		5802871
7.67		5802990
7.69		5803109
7.69		5803229
7.69		5803347
7.67		5803466
7.69		5803586
7.69		5803705
7.69		5803824
7.69		5803942
7.67		5804062
7.69		5804181
7.69		5804300
7.69		5804420
7.69		5804538
7.67		5804660
7.67		5804779
7.69		5804899
7.69		5805018
7.67		5805136
7.69		5805255
7.69		5805375
7.67		5805494
7.69		5805614
7.67		5805732
7.67		5805851
7.67		5805970
7.69		5806090
7.67		5806209
7.69		5806327
7.67		5806447
7.69		5806566
7.69		5806685
7.67		5806803
7.67		5806923
7.67		5807042
7.69		5807161
7.69		5807281
7.69		5807399
7.67		5807518
7.67		5807638
7.69		5807757
7.67		5807876
7.67		5807995
7.67		5808114
7.67		5808233
7.67		5808353
7.67		5808472
7.69		5808590
7.67		5808712
7.67		5808831
7.69		5808951
7.69		5809070
7.69		5809188
7.69		5809308
7.69		5809427
7.69		5809546
7.67		5809666
7.67		5809784
7.67		5809903
7.67		5810022
7.67		5810142
7.67		5810260
7.69		5810380
7.69		5810499
7.67		5810618
7.69		5810737
7.69		5810856
7.67		5810975
7.67		5811094
7.69		5811214
7.67		5811333
7.69		5811451
7.67		5811570
7.69		5811690
7.67		5811809
7.67		5811929
7.67		5812047
7.69		5812166
7.67		5812285
7.67		5812405
7.67		5812524
7.67		5812642
7.67		5812764
7.69		5812883
7.67		5813003
7.69		5813122
7.67		5813241
7.67		5813360
7.67		5813479
7.67		5813598
7.67		5813718
7.67		5813836
7.67		5813955
7.67		5814075
7.67		5814194
7.67		5814312
7.69		5814431
7.67		5814551
7.67		5814670
7.67		5814790
7.67		5814908
7.67		5815027
7.67		5815146
7.69		5815266
7.67		5815385
7.67		5815503
7.67		5815623
7.67		5815742
7.67		5815861
7.67		5815980
7.67		5816099
7.69		5816218
7.67		5816338
7.67		5816457
7.67		5816576
7.67		5816694
7.67		5816816
7.67		5816936
7.67		5817055
7.67		5817174
7.67		5817293
7.67		5817412
7.67		5817531
7.67		5817651
7.67		5817769
7.67		5817888
7.67		5818007
7.69		5818127
7.67		5818246
7.67		5818364
7.67		5818484
7.67		5818603
7.67		5818722
7.67		5818842
7.67		5818960
7.67		5819079
7.67		5819199
7.67		5819318
7.67		5819437
7.67		5819556
7.67		5819675
7.67		5819794
7.67		5819913
7.67		5820033
7.67		5820151
7.67		5820271
7.67		5820390
7.67		5820509
7.67		5820627
7.67		5820747
7.67		5820866
7.67		5820988
7.67		5821107
7.67		5821225
7.67		5821345
7.67		5821464
7.67		5821583
7.67		5821703
7.67		5821821
7.67		5821940
7.67		5822060
7.67		5822179
7.67		5822298
7.67		5822417
7.67		5822536
7.67		5822655
7.67		5822775
7.67		5822894
7.67		5823012
7.67		5823132
7.67		5823251
7.67		5823370
7.67		5823489
7.67		5823608
7.67		5823727
7.67		5823847
7.67		5823966
7.67		5824084
7.67		5824203
7.67		5824323
7.67		5824442
7.67		5824561
7.67		5824680
7.67		5824799
7.69		5824918
7.67		5825040
7.67		5825160
7.67		5825278
7.67		5825397
7.67		5825516
7.67		5825636
7.67		5825755
7.67		5825873
7.67		5825993
7.67		5826112
7.67		5826231
7.67		5826351
7.67		5826469
7.67		5826588
7.67		5826708
7.67		5826827
7.67		5826946
7.67		5827065
7.67		5827184
7.67		5827303
7.67		5827423
7.67		5827542
7.67		5827660
7.67		5827779
7.67		5827899
7.67		5828018
7.67		5828136
7.67		5828256
7.67		5828375
7.67		5828494
7.67		5828614
7.67		5828732
7.67		5828851
7.67		5828971
7.67		5829092
7.67		5829212
7.67		5829330
7.67		5829449
7.67		5829569
7.67		5829688
7.67		5829807
7.67		5829926
7.67		5830045
7.67		5830164
7.67		5830284
7.67		5830403
7.67		5830521
7.67		5830640
7.67		5830760
7.67		5830879
7.67		5830998
7.67		5831117
7.67		5831236
7.67		5831355
7.67		5831474
7.67		5831593
7.67		5831712
7.67		5831832
7.67		5831951
7.67		5832070
7.67		5832188
7.67		5832308
7.67		5832427
7.67		5832546
7.67		5832666
7.67		5832784
7.67		5832903
7.67		5833023
7.67		5833145
7.67		5833264
7.67		5833382
7.67		5833501
7.67		5833621
7.67		5833740
7.67		5833859
7.67		5833978
7.67		5834097
7.67		5834216
7.67		5834336
7.67		5834455
7.67		5834573
7.67		5834692
7.67		5834812
7.67		5834931
7.67		5835049
7.67		5835169
7.67		5835288
7.67		5835407
7.67		5835526
7.67		5835645
7.67		5835764
7.67		5835884
7.67		5836003
7.67		5836122
7.67		5836240
7.67		5836360
7.67		5836479
7.67		5836598
7.67		5836718
7.67		5836836
7.67		5836955
7.67		5837074
7.67		5837196
7.67		5837316
7.67		5837434
7.67		5837553
7.67		5837672
7.67		5837792
7.67		5837911
7.67		5838029
7.67		5838149
7.67		5838268
7.67		5838387
7.67		5838507
7.67		5838625
7.67		5838744
7.67		5838864
7.67		5838983
7.67		5839101
7.67		5839220
7.67		5839340
7.67		5839459
7.67		5839578
7.67		5839697
7.67		5839816
7.67		5839935
7.67		5840055
7.67		5840174
7.67		5840292
7.67		5840412
7.67		5840531
7.67		5840650
7.67		5840770
7.67		5840888
7.67		5841007
7.67		5841126
7.67		5841248
7.67		5841368
7.67		5841486
7.67		5841605
7.67		5841725
7.67		5841844
7.67		5841963
7.67		5842082
7.67		5842201
7.67		5842320
7.67		5842439
7.67		5842558
7.67		5842677
7.67		5842796
7.67		5842916
7.67		5843035
7.67		5843153
7.67		5843272
7.67		5843392
7.67		5843511
7.67		5843631
7.67		5843749
7.67		5843868
7.67		5843987
7.67		5844107
7.67		5844226
7.67		5844344
7.67		5844464
7.67		5844583
7.67		5844702
7.67		5844820
7.67		5844940
7.67		5845059
7.67		5845179
7.67		5845300
7.67		5845420
7.67		5845538
7.67		5845657
7.67		5845777
7.67		5845896
7.67		5846014
7.67		5846133
7.67		5846253
7.67		5846372
7.67		5846492
7.67		5846610
7.67		5846729
7.67		5846848
7.67		5846968
7.67		5847087
7.67		5847205
7.67		5847325
7.67		5847444
7.67		5847563
7.67		5847683
7.67		5847801
7.67		5847920
7.67		5848040
7.67		5848159
7.67		5848278
7.67		5848396
7.67		5848516
7.67		5848635
7.67		5848755
7.67		5848873
7.67		5848992
7.67		5849111
7.67		5849231
7.67		5849350
7.67		5849466
7.67		5849586
7.67		5849705
7.67		5849824
7.67		5849944
7.67		5850062
7.67		5850181
7.67		5850301
7.67		5850420
7.67		5850539
7.67		5850658
7.67		5850777
7.67		5850896
7.67		5851015
7.67		5851134
7.67		5851253
7.67		5851373
7.67		5851492
7.67		5851611
7.67		5851729
7.67		5851849
7.67		5851968
7.67		5852087
7.67		5852207
7.67		5852325
7.67		5852444
7.67		5852564
7.67		5852683
7.67		5852802
7.67		5852921
7.67		5853040
7.67		5853159
7.67		5853278
7.67		5853398
7.67		5853519
7.67		5853638
7.67		5853757
7.67		5853877
7.67		5853996
7.67		5854114
7.67		5854234
7.67		5854353
7.67		5854472
7.67		5854590
7.67		5854710
7.67		5854829
7.67		5854949
7.67		5855068
7.67		5855186
7.67		5855305
7.67		5855425
7.67		5855544
7.67		5855664
7.67		5855782
7.67		5855901
7.67		5856020
7.67		5856140
7.67		5856259
7.67		5856377
7.67		5856497
7.67		5856616
