Voltage(V)	Runtime
7.28		12222585
7.28		12222705
7.28		12222825
7.28		12222945
7.28		12223066
7.28		12223185
7.28		12223305
7.30		12223426
7.28		12223546
7.28		12223666
7.28		12223787
7.28		12223909
7.28		12224029
7.28		12224149
7.28		12224270
7.28		12224390
7.28		12224509
7.28		12224630
7.28		12224750
7.28		12224870
7.28		12224990
7.30		12225111
7.28		12225230
7.28		12225350
7.28		12225471
7.28		12225591
7.28		12225711
7.28		12225831
7.28		12225951
7.28		12226072
7.30		12226192
7.28		12226312
7.28		12226433
7.28		12226552
7.28		12226672
7.30		12226793
7.28		12226913
7.30		12227033
7.28		12227153
7.28		12227273
7.28		12227393
7.28		12227513
7.28		12227633
7.28		12227756
7.28		12227876
7.28		12227996
7.28		12228116
7.28		12228237
7.28		12228357
7.28		12228476
7.28		12228597
7.28		12228717
7.28		12228837
7.28		12228958
7.28		12229078
7.28		12229197
7.28		12229318
7.28		12229438
7.28		12229558
7.28		12229679
7.28		12229798
7.28		12229918
7.28		12230038
7.30		12230159
7.28		12230279
7.28		12230398
7.28		12230519
7.28		12230639
7.28		12230759
7.28		12230880
7.28		12231000
7.28		12231119
7.28		12231240
7.28		12231360
7.28		12231480
7.28		12231603
7.28		12231724
7.28		12231843
7.28		12231963
7.28		12232083
7.28		12232204
7.28		12232324
7.28		12232443
7.28		12232563
7.28		12232684
7.30		12232804
7.28		12232924
7.28		12233043
7.28		12233164
7.28		12233284
7.28		12233404
7.28		12233525
7.28		12233645
7.28		12233764
7.28		12233885
7.28		12234005
7.28		12234125
7.28		12234246
7.28		12234365
7.28		12234485
7.28		12234605
7.28		12234726
7.28		12234846
7.28		12234966
7.28		12235086
7.28		12235206
7.28		12235326
7.28		12235449
7.28		12235569
7.28		12235689
7.28		12235809
7.28		12235929
7.28		12236049
7.28		12236169
7.28		12236289
7.28		12236408
7.28		12236529
7.28		12236649
7.28		12236769
7.28		12236889
7.28		12237009
7.28		12237129
7.28		12237249
7.30		12237369
7.28		12237489
7.28		12237609
7.28		12237729
7.28		12237849
7.28		12237969
7.28		12238090
7.28		12238210
7.28		12238329
7.28		12238449
7.28		12238570
7.28		12238690
7.28		12238810
7.28		12238929
7.30		12239049
7.28		12239170
7.28		12239293
7.28		12239413
7.28		12239533
7.28		12239652
7.28		12239773
7.28		12239893
7.28		12240013
7.28		12240133
7.28		12240252
7.28		12240372
7.28		12240493
7.28		12240613
7.28		12240733
7.30		12240852
7.28		12240973
7.28		12241093
7.28		12241213
7.28		12241333
7.28		12241453
7.28		12241573
7.28		12241693
7.28		12241813
7.28		12241933
7.28		12242054
7.28		12242173
7.28		12242293
7.28		12242413
7.28		12242533
7.28		12242654
7.30		12242774
7.28		12242893
7.28		12243013
7.28		12243136
7.28		12243257
7.28		12243377
7.28		12243496
7.28		12243617
7.28		12243737
7.28		12243857
7.28		12243978
7.28		12244098
7.30		12244217
7.28		12244337
7.28		12244458
7.28		12244578
7.28		12244698
7.30		12244818
7.28		12244938
7.28		12245058
7.28		12245178
7.28		12245299
7.28		12245419
7.28		12245538
7.28		12245659
7.28		12245779
7.28		12245899
7.28		12246020
7.28		12246139
7.28		12246259
7.28		12246380
7.28		12246500
7.28		12246620
7.28		12246739
7.28		12246860
7.28		12246983
7.28		12247313
7.28		12247433
7.28		12247554
7.28		12247673
7.28		12247793
7.28		12247914
7.28		12248034
7.28		12248154
7.28		12248273
7.28		12248394
7.28		12248514
7.28		12248634
7.28		12248755
7.28		12248875
7.28		12248994
7.28		12249114
7.28		12249235
7.28		12249355
7.28		12249475
7.28		12249595
7.28		12249715
7.28		12249835
7.28		12249955
7.28		12250076
7.28		12250195
7.28		12250315
7.28		12250436
7.28		12250556
7.28		12250676
7.28		12250797
7.28		12250916
7.28		12251039
7.28		12251159
7.28		12251280
7.28		12251400
7.28		12251520
7.28		12251640
7.28		12251760
7.28		12251880
7.28		12252000
7.28		12252121
7.28		12252240
7.28		12252360
7.28		12252481
7.28		12252601
7.28		12252721
7.28		12252841
7.28		12252961
7.28		12253081
7.28		12253202
7.28		12253322
7.28		12253442
7.28		12253561
7.28		12253682
7.28		12253802
7.28		12253922
7.28		12254043
7.28		12254162
7.28		12254282
7.28		12254403
7.28		12254523
7.28		12254643
7.28		12254763
7.28		12254886
7.28		12255006
7.28		12255126
7.28		12255247
7.28		12255367
7.28		12255486
7.28		12255606
7.28		12255727
7.28		12255847
7.28		12255967
7.28		12256088
7.28		12256207
7.28		12256327
7.28		12256448
7.28		12256568
7.28		12256688
7.28		12256807
7.28		12256928
7.28		12257048
7.28		12257168
7.28		12257289
7.28		12257409
7.28		12257528
7.28		12257649
7.28		12257769
7.28		12257889
7.28		12258009
7.28		12258129
7.28		12258249
7.28		12258369
7.28		12258490
7.28		12258610
7.28		12258733
7.28		12258852
7.28		12258973
7.28		12259093
7.28		12259213
7.28		12259334
7.28		12259453
7.28		12259573
7.28		12259694
7.28		12259814
7.28		12259934
7.28		12260054
7.28		12260174
7.28		12260294
7.28		12260414
7.28		12260535
7.28		12260655
7.28		12260774
7.28		12260895
7.28		12261015
7.28		12261135
7.28		12261255
7.28		12261376
7.28		12261495
7.28		12261615
7.28		12261736
7.28		12261856
7.28		12261976
7.28		12262096
7.28		12262216
7.28		12262336
7.28		12262457
7.28		12262580
7.28		12262700
7.28		12262819
7.28		12262940
7.28		12263060
7.28		12263180
7.28		12263300
7.28		12263420
7.28		12263540
7.28		12263660
7.28		12263781
7.28		12263901
7.28		12264020
7.28		12264141
7.28		12264261
7.28		12264381
7.28		12264501
7.28		12264622
7.28		12264741
7.28		12264861
7.28		12264982
7.28		12265102
7.28		12265222
7.28		12265342
7.28		12265462
7.28		12265582
7.28		12265703
7.28		12265823
7.28		12265943
7.28		12266062
7.28		12266183
7.28		12266303
7.28		12266426
7.28		12266546
7.28		12266667
7.28		12266786
7.28		12266906
7.28		12267027
7.28		12267147
7.28		12267267
7.28		12267387
7.28		12267507
7.28		12267627
7.28		12267748
7.28		12267868
7.28		12267987
7.28		12268107
7.28		12268228
7.28		12268348
7.28		12268468
7.28		12268589
7.28		12268708
7.28		12268828
7.28		12268949
7.28		12269069
7.28		12269189
7.28		12269308
7.28		12269429
7.28		12269549
7.28		12269669
7.28		12269790
7.28		12269910
7.28		12270029
7.28		12270149
7.28		12270273
7.28		12270393
7.28		12270513
7.28		12270633
7.28		12270753
7.28		12270873
7.28		12270994
7.28		12271114
7.28		12271234
7.28		12271354
7.28		12271474
7.28		12271594
7.28		12271715
7.28		12271835
7.28		12271954
7.28		12272075
7.28		12272195
7.28		12272315
7.28		12272435
7.28		12272556
7.28		12272675
7.28		12272795
7.28		12272915
7.28		12273035
7.28		12273156
7.28		12273275
7.28		12273395
7.28		12273516
7.28		12273636
7.28		12273756
7.28		12273876
7.28		12273996
7.28		12274119
7.28		12274240
7.28		12274360
7.28		12274480
7.28		12274599
7.28		12274720
7.28		12274840
7.28		12274960
7.28		12275081
7.28		12275201
7.28		12275320
7.28		12275441
7.28		12275561
7.28		12275681
7.28		12275801
7.28		12275921
7.28		12276041
7.28		12276161
7.28		12276282
7.28		12276402
7.28		12276521
7.28		12276642
7.28		12276762
7.28		12276882
7.28		12277003
7.28		12277123
7.28		12277242
7.28		12277362
7.28		12277482
7.28		12277603
7.28		12277723
7.28		12277842
7.28		12277965
7.28		12278085
7.28		12278206
7.28		12278326
7.28		12278446
7.28		12278565
7.28		12278686
7.28		12278806
7.28		12278926
7.28		12279047
7.28		12279166
7.28		12279286
7.28		12279407
7.28		12279527
7.28		12279647
7.28		12279768
7.28		12279887
7.28		12280007
7.28		12280127
7.28		12280248
7.28		12280368
7.28		12280487
7.28		12280607
7.28		12280727
7.28		12280848
7.28		12280968
7.28		12281088
7.28		12281207
7.28		12281327
7.28		12281447
7.28		12281568
7.28		12281688
7.28		12281810
7.28		12281930
7.28		12282050
7.28		12282170
7.28		12282291
7.28		12282411
7.28		12282530
7.28		12282650
7.28		12282770
7.28		12282891
7.28		12283011
7.28		12283130
7.28		12283250
7.28		12283371
7.28		12283491
7.28		12283611
7.28		12283730
7.28		12283851
7.28		12283971
7.28		12284091
7.28		12284211
7.28		12284331
7.28		12284450
7.28		12284571
7.28		12284691
7.28		12284811
7.28		12284931
7.28		12285050
7.28		12285170
7.28		12285290
7.28		12285411
7.28		12285531
7.28		12285654
7.28		12285773
7.28		12285893
7.28		12286014
7.28		12286134
7.28		12286254
7.28		12286374
7.28		12286494
7.28		12286614
7.28		12286734
7.28		12286855
7.28		12286974
7.28		12287094
7.28		12287214
7.28		12287335
7.28		12287455
7.28		12287575
7.28		12287694
7.28		12287814
7.28		12287934
7.28		12288055
7.28		12288175
7.28		12288294
7.28		12288415
7.28		12288535
7.28		12288655
7.28		12288775
7.28		12288896
7.28		12289015
7.28		12289135
7.28		12289256
7.28		12289376
7.28		12289499
7.28		12289618
7.28		12289739
7.28		12289859
7.28		12289979
7.28		12290100
7.28		12290220
7.28		12290339
7.28		12290459
7.28		12290580
7.28		12290700
7.28		12290820
7.28		12290940
7.28		12291060
7.28		12291180
7.28		12291301
7.28		12291421
7.28		12291540
7.28		12291660
7.28		12291781
7.28		12291901
7.28		12292021
7.28		12292142
7.28		12292261
7.28		12292381
7.28		12292501
7.28		12292622
7.28		12292742
7.28		12292861
7.28		12292982
7.28		12293102
7.28		12293222
7.28		12293345
7.28		12293466
7.28		12293585
7.28		12293705
7.28		12293826
7.28		12293946
7.28		12294066
7.28		12294185
7.28		12294306
7.28		12294426
7.28		12294546
7.28		12294667
7.28		12294787
7.28		12294906
7.28		12295027
7.28		12295147
7.28		12295267
7.28		12295387
7.28		12295507
7.28		12295627
7.28		12295747
7.28		12295868
7.28		12295988
7.28		12296108
7.28		12296228
7.28		12296348
7.28		12296468
7.28		12296588
7.28		12296708
7.28		12296828
7.28		12296948
7.28		12297068
7.28		12297191
7.28		12297312
7.28		12297432
7.28		12297551
7.28		12297671
7.28		12297792
7.28		12297912
7.28		12298032
7.28		12298152
7.28		12298272
7.28		12298392
7.28		12298512
7.28		12298633
7.28		12298753
7.28		12298872
7.28		12298993
7.28		12299113
7.28		12299233
7.28		12299353
7.28		12299473
7.28		12299593
7.28		12299713
7.28		12299834
7.28		12299954
7.28		12300073
7.28		12300193
7.28		12300314
7.28		12300434
7.28		12300554
7.28		12300675
7.28		12300794
7.28		12300914
7.28		12301037
7.28		12301158
7.28		12301278
7.28		12301398
7.28		12301518
7.28		12301638
7.28		12301758
7.28		12301879
7.28		12301999
7.28		12302118
7.28		12302238
7.28		12302359
7.28		12302479
7.28		12302599
7.28		12302720
7.28		12302839
7.28		12302959
7.28		12303080
7.28		12303200
7.28		12303320
7.28		12303439
7.28		12303560
7.28		12303680
7.28		12303800
7.28		12303921
7.28		12304040
7.28		12304160
7.28		12304281
7.28		12304401
7.28		12304521
7.28		12304641
7.28		12304761
7.28		12304884
7.28		12305004
7.28		12305124
7.28		12305245
7.28		12305364
7.28		12305484
7.28		12305604
7.28		12305725
7.28		12305845
7.28		12305965
7.28		12306084
7.28		12306205
7.28		12306325
7.28		12306445
7.28		12306565
7.28		12306685
7.28		12306805
7.28		12306925
7.28		12307045
7.28		12307166
7.28		12307286
7.28		12307405
7.28		12307525
7.28		12307646
7.28		12307766
7.28		12307886
7.28		12308005
7.28		12308126
7.28		12308246
7.28		12308366
7.28		12308486
7.28		12308606
7.28		12308729
7.28		12308850
7.28		12308970
7.28		12309090
7.28		12309211
7.28		12309330
7.28		12309450
7.28		12309571
7.28		12309691
7.28		12309811
7.28		12309932
7.28		12310051
7.28		12310172
7.28		12310292
7.28		12310412
7.28		12310533
7.28		12310652
7.28		12310772
7.28		12310893
7.28		12311013
7.28		12311133
7.28		12311254
7.28		12311373
7.28		12311493
7.28		12311614
7.28		12311734
7.28		12311855
7.28		12311974
7.28		12312094
7.28		12312215
7.28		12312335
7.28		12312455
7.28		12312579
7.28		12312698
7.28		12312818
7.28		12312938
7.28		12313059
7.28		12313179
7.28		12313298
7.28		12313419
7.28		12313539
7.28		12313659
7.28		12313780
7.28		12313900
7.28		12314019
7.28		12314140
7.28		12314260
7.28		12314380
7.28		12314501
7.28		12314620
7.28		12314740
7.28		12314861
7.28		12314981
7.28		12315101
7.28		12315222
7.28		12315341
7.28		12315461
7.28		12315581
7.28		12315702
7.28		12315822
7.28		12315941
7.28		12316062
7.28		12316182
7.28		12316303
7.28		12316426
7.28		12316546
7.28		12316666
7.28		12316786
7.28		12316906
7.28		12317027
7.28		12317147
7.28		12317266
7.28		12317387
7.28		12317507
7.28		12317627
7.28		12317748
7.28		12317868
7.28		12317987
7.28		12318107
7.28		12318228
7.28		12318348
7.28		12318468
7.28		12318588
7.28		12318708
7.28		12318828
7.28		12318949
7.28		12319069
7.28		12319188
7.28		12319309
7.28		12319429
7.28		12319549
7.28		12319670
7.28		12319790
7.28		12319909
7.28		12320030
7.28		12320150
7.28		12320273
7.28		12320393
7.28		12320514
7.28		12320633
7.28		12320753
7.28		12320874
7.28		12320994
7.28		12321114
7.28		12321234
7.28		12321354
7.28		12321474
7.28		12321595
7.28		12321715
7.28		12321835
7.28		12321955
7.28		12322075
7.28		12322195
7.28		12322316
7.28		12322436
7.28		12322555
7.28		12322676
7.28		12322796
7.28		12322916
7.28		12323036
7.28		12323156
7.28		12323276
7.28		12323396
7.28		12323516
7.28		12323637
7.28		12323757
7.28		12323876
7.28		12323997
7.28		12324120
7.28		12324240
7.28		12324361
7.28		12324481
7.28		12324600
7.28		12324720
7.28		12324841
7.28		12324961
7.28		12325081
7.28		12325201
7.28		12325321
7.28		12325441
7.28		12325562
7.28		12325682
7.28		12325801
7.28		12325921
7.28		12326042
7.28		12326162
7.28		12326282
7.28		12326402
7.28		12326522
7.28		12326642
7.28		12326762
7.28		12326882
7.28		12327003
7.28		12327122
7.28		12327242
7.28		12327362
7.28		12327483
7.28		12327603
7.28		12327723
7.28		12327842
7.28		12327965
7.28		12328086
7.28		12328206
7.28		12328326
7.28		12328445
7.28		12328566
7.28		12328686
7.28		12328806
7.28		12328926
7.28		12329047
7.28		12329166
7.28		12329286
7.28		12329406
7.28		12329527
7.28		12329647
7.28		12329766
7.28		12329886
7.28		12330006
7.28		12330127
7.28		12330247
7.28		12330366
7.28		12330486
7.28		12330606
7.28		12330727
7.28		12330847
7.28		12330967
7.28		12331086
7.28		12331207
7.28		12331327
7.28		12331447
7.28		12331567
7.28		12331687
7.28		12331810
7.28		12331930
7.28		12332050
7.28		12332171
7.28		12332291
7.28		12332410
7.28		12332530
7.28		12332651
7.28		12332771
7.28		12332891
7.28		12333010
7.28		12333130
7.28		12333250
7.28		12333371
7.28		12333491
7.28		12333611
7.28		12333731
7.28		12333851
7.28		12333971
7.28		12334092
7.28		12334212
7.28		12334331
7.28		12334451
7.28		12334572
7.28		12334692
7.28		12334812
7.28		12334932
7.28		12335052
7.28		12335172
7.28		12335293
7.28		12335413
7.28		12335533
7.28		12335656
7.28		12335776
7.28		12335896
7.28		12336017
7.28		12336137
7.28		12336257
7.28		12336376
7.28		12336497
7.28		12336617
7.28		12336737
7.28		12336858
7.28		12336977
7.28		12337097
7.28		12337218
7.28		12337338
7.28		12337458
7.28		12337579
7.28		12337698
7.28		12337818
7.28		12337939
7.28		12338059
7.28		12338179
7.28		12338299
7.28		12338419
7.28		12338539
7.28		12338660
7.28		12338780
7.28		12338899
7.28		12339020
7.28		12339140
7.28		12339260
7.28		12339381
7.28		12339504
7.28		12339623
7.28		12339744
7.28		12339864
7.28		12339984
7.28		12340105
7.28		12340225
7.28		12340344
7.28		12340465
7.28		12340585
7.28		12340705
7.28		12340826
7.28		12340945
7.28		12341065
7.28		12341186
7.28		12341306
7.28		12341426
7.28		12341547
7.28		12341666
7.28		12341786
7.28		12341907
7.28		12342027
7.28		12342147
7.28		12342267
7.28		12342387
7.28		12342507
7.28		12342628
7.28		12342748
7.28		12342867
7.28		12342988
7.28		12343108
7.28		12343228
7.28		12343351
7.28		12343472
7.28		12343591
7.28		12343711
7.28		12343832
7.28		12343952
7.28		12344072
7.28		12344193
7.28		12344312
7.28		12344432
7.28		12344553
7.28		12344673
7.28		12344793
7.28		12344913
7.28		12345033
7.28		12345153
7.28		12345274
7.28		12345394
7.28		12345513
7.28		12345634
7.28		12345754
7.28		12345874
7.28		12345995
7.28		12346115
7.28		12346234
7.28		12346355
7.28		12346475
7.28		12346595
7.28		12346716
7.28		12346835
7.28		12346955
7.28		12347076
7.28		12347199
7.28		12347319
7.28		12347440
7.28		12347559
7.28		12347679
7.28		12347800
7.28		12347920
7.28		12348040
7.28		12348161
7.28		12348280
7.28		12348400
7.28		12348521
7.28		12348641
7.28		12348761
7.28		12348880
7.28		12349001
7.28		12349121
7.28		12349241
7.28		12349362
7.28		12349481
7.28		12349602
7.28		12349722
7.28		12349842
7.28		12349962
7.28		12350083
7.28		12350202
7.28		12350322
7.28		12350443
7.28		12350563
7.28		12350683
7.28		12350803
7.28		12350923
7.28		12351046
7.28		12351167
7.28		12351287
7.28		12351407
7.28		12351527
7.28		12351647
7.28		12351767
7.28		12351888
7.28		12352008
7.28		12352128
7.28		12352248
7.28		12352368
7.28		12352488
7.28		12352608
7.28		12352729
7.28		12352848
7.28		12352968
7.28		12353089
7.28		12353209
7.28		12353329
7.28		12353449
7.28		12353569
7.28		12353689
7.28		12353810
7.28		12353930
7.28		12354050
7.28		12354170
7.28		12354290
7.28		12354410
7.28		12354531
7.28		12354651
7.28		12354770
7.28		12354894
7.28		12355014
7.28		12355134
7.28		12355255
7.28		12355375
7.28		12355494
7.28		12355615
7.28		12355735
7.28		12355855
7.28		12355976
7.28		12356096
7.28		12356215
7.28		12356336
7.28		12356456
7.28		12356576
7.28		12356697
7.28		12356816
7.28		12356936
7.28		12357057
7.28		12357177
7.28		12357297
7.28		12357416
7.28		12357537
7.28		12357657
7.28		12357777
7.28		12357898
7.28		12358018
7.28		12358137
7.28		12358258
7.28		12358378
7.28		12358498
7.28		12358619
7.28		12358742
7.28		12358861
7.28		12358982
7.28		12359102
7.28		12359222
7.28		12359343
7.28		12359462
7.28		12359582
7.28		12359703
7.28		12359823
7.28		12359943
7.28		12360064
7.28		12360183
7.28		12360303
7.28		12360424
7.28		12360544
7.28		12360664
7.28		12360783
7.28		12360904
7.28		12361024
7.28		12361145
7.28		12361265
7.28		12361384
7.28		12361505
7.28		12361625
7.28		12361745
7.28		12361866
7.28		12361986
7.28		12362105
7.28		12362226
7.28		12362346
7.28		12362467
7.28		12362590
7.28		12362710
7.28		12362830
7.28		12362950
7.28		12363070
7.28		12363191
7.28		12363311
7.28		12363430
7.28		12363550
7.28		12363671
7.28		12363791
7.28		12363911
7.28		12364032
7.28		12364151
7.28		12364271
7.28		12364392
7.28		12364512
7.28		12364632
7.28		12364752
7.28		12364872
7.28		12364992
7.28		12365113
7.28		12365233
7.28		12365352
7.28		12365473
7.28		12365593
7.28		12365713
7.28		12365834
7.28		12365954
7.28		12366073
7.28		12366194
7.28		12366314
7.28		12366437
7.28		12366557
7.28		12366678
7.28		12366797
7.28		12366917
7.28		12367038
7.28		12367158
7.28		12367278
7.28		12367398
7.28		12367518
7.28		12367638
7.28		12367759
7.28		12367879
7.28		12367998
7.28		12368119
7.28		12368239
7.28		12368359
7.28		12368479
7.28		12368600
7.28		12368719
7.28		12368839
7.28		12368960
7.28		12369080
7.28		12369200
7.28		12369320
7.28		12369440
7.28		12369560
7.28		12369680
7.28		12369801
7.28		12369921
7.28		12370040
7.28		12370161
7.28		12370284
7.28		12370404
7.28		12370525
7.28		12370644
7.28		12370764
7.28		12370885
7.28		12371005
7.28		12371125
7.28		12371245
7.28		12371365
7.28		12371485
7.28		12371605
7.28		12371725
7.28		12371846
7.28		12371965
7.28		12372085
7.28		12372205
7.28		12372326
7.28		12372446
7.28		12372566
7.28		12372685
7.28		12372805
7.28		12372926
7.28		12373046
7.28		12373166
7.28		12373285
7.28		12373406
7.28		12373526
7.28		12373646
7.28		12373766
7.28		12373886
7.28		12374006
7.28		12374129
7.28		12374249
7.28		12374370
7.28		12374490
7.28		12374609
7.28		12374729
7.28		12374850
7.28		12374970
7.28		12375090
7.28		12375209
7.28		12375330
7.28		12375450
7.28		12375570
7.28		12375690
7.28		12375811
7.28		12375930
7.28		12376050
7.28		12376170
7.28		12376291
7.28		12376411
7.28		12376530
7.28		12376650
7.28		12376771
7.28		12376891
7.28		12377011
7.28		12377132
7.28		12377251
7.28		12377371
7.28		12377492
7.28		12377612
7.28		12377732
7.28		12377852
7.28		12377975
7.28		12378095
7.28		12378215
7.28		12378336
7.28		12378456
7.28		12378575
7.28		12378695
7.28		12378816
7.28		12378936
7.28		12379056
7.28		12379176
7.28		12379296
7.28		12379416
7.28		12379537
7.28		12379657
7.28		12379777
7.28		12379897
7.28		12380017
7.28		12380137
7.28		12380257
7.28		12380378
7.28		12380497
7.28		12380617
7.28		12380738
7.28		12380858
7.28		12380978
7.28		12381099
7.28		12381218
7.28		12381338
7.28		12381459
7.28		12381579
7.28		12381699
7.28		12381822
7.28		12381942
7.28		12382062
7.28		12382183
7.28		12382303
7.28		12382423
7.28		12382543
7.28		12382663
7.28		12382783
7.28		12382904
7.28		12383024
7.28		12383143
7.28		12383263
7.28		12383384
7.28		12383504
7.28		12383625
7.28		12383745
7.28		12383864
7.28		12383984
7.28		12384105
7.28		12384225
7.28		12384345
7.28		12384465
7.28		12384585
7.28		12384705
7.28		12384826
7.28		12384946
7.28		12385065
7.28		12385186
7.28		12385306
7.28		12385426
7.28		12385547
7.28		12385670
7.28		12385789
7.28		12385910
7.28		12386030
7.28		12386150
7.28		12386271
7.28		12386391
7.28		12386510
7.28		12386631
7.28		12386751
7.28		12386871
7.28		12386992
7.28		12387111
7.28		12387231
7.28		12387352
7.28		12387472
7.28		12387592
7.28		12387712
7.28		12387832
7.28		12387952
7.28		12388072
7.28		12388193
7.28		12388313
7.28		12388432
7.28		12388553
7.28		12388673
7.28		12388793
7.28		12388913
7.28		12389033
7.28		12389153
7.28		12389273
7.28		12389394
7.28		12389517
7.28		12389637
7.28		12389756
7.28		12389877
7.28		12389997
7.28		12390117
7.28		12390238
7.28		12390358
7.28		12390477
7.28		12390598
7.28		12390718
7.28		12390838
7.28		12390959
7.28		12391078
7.28		12391198
7.28		12391319
7.28		12391439
7.28		12391559
7.28		12391680
7.28		12391799
7.28		12391919
7.28		12392040
7.28		12392160
7.28		12392280
7.28		12392400
7.28		12392520
7.28		12392640
7.28		12392761
7.28		12392881
7.28		12393000
7.28		12393121
7.28		12393241
7.28		12393364
7.28		12393485
7.28		12393605
7.28		12393724
7.28		12393844
7.28		12393965
7.28		12394085
7.28		12394205
7.28		12394326
7.28		12394445
7.28		12394565
7.28		12394686
7.28		12394806
7.28		12394926
7.28		12395046
7.28		12395166
7.28		12395286
7.28		12395407
7.28		12395527
7.28		12395646
7.28		12395767
7.28		12395887
7.28		12396007
7.28		12396128
7.28		12396248
7.28		12396367
7.28		12396488
7.28		12396608
7.28		12396728
7.28		12396849
7.28		12396968
7.28		12397088
7.28		12397212
7.28		12397332
7.28		12397452
7.28		12397573
7.28		12397692
7.28		12397812
7.28		12397932
7.28		12398053
7.28		12398173
7.28		12398292
7.28		12398413
7.28		12398533
7.28		12398653
7.28		12398774
7.28		12398894
7.28		12399013
7.28		12399134
7.28		12399254
7.28		12399374
7.28		12399495
7.28		12399614
7.28		12399734
7.28		12399855
7.28		12399975
7.28		12400095
7.28		12400216
7.28		12400335
7.28		12400455
7.28		12400576
7.28		12400696
7.28		12400816
7.28		12400936
7.28		12401059
7.28		12401179
7.28		12401300
7.28		12401420
7.28		12401540
7.28		12401660
7.28		12401780
7.28		12401900
7.28		12402020
7.28		12402141
7.28		12402260
7.28		12402380
7.28		12402501
7.28		12402621
7.28		12402741
7.28		12402862
7.28		12402981
7.28		12403101
7.28		12403222
7.28		12403342
7.28		12403462
7.28		12403582
7.28		12403702
7.28		12403822
7.28		12403943
7.28		12404063
7.28		12404183
7.28		12404303
7.28		12404423
7.28		12404543
7.28		12404664
7.28		12404784
7.28		12404907
7.28		12405026
7.28		12405147
7.28		12405267
7.28		12405387
7.28		12405508
7.28		12405627
7.28		12405747
7.28		12405868
7.28		12405988
7.28		12406108
7.28		12406228
7.28		12406348
7.28		12406468
7.28		12406589
7.28		12406709
7.28		12406829
7.28		12406949
7.28		12407069
7.28		12407189
7.28		12407310
7.28		12407430
7.28		12407549
7.28		12407670
7.28		12407790
7.28		12407910
7.28		12408031
7.28		12408151
7.28		12408271
7.28		12408391
7.28		12408511
7.28		12408632
7.28		12408755
7.28		12408875
7.28		12408994
7.28		12409114
7.28		12409234
7.28		12409355
7.28		12409475
7.28		12409594
7.28		12409715
7.28		12409835
7.28		12409955
7.28		12410076
7.28		12410195
7.28		12410315
7.28		12410436
7.28		12410556
7.28		12410676
7.28		12410797
7.28		12410916
7.28		12411036
7.28		12411157
7.28		12411277
7.28		12411397
7.28		12411516
7.28		12411637
7.28		12411757
7.28		12411877
7.28		12411998
7.28		12412118
7.28		12412237
7.28		12412358
7.28		12412478
7.28		12412601
7.28		12412722
7.28		12412841
7.28		12412961
7.28		12413082
7.28		12413202
7.28		12413322
7.28		12413442
7.28		12413562
7.28		12413682
7.28		12413802
7.28		12413922
7.28		12414043
7.28		12414162
7.28		12414282
7.28		12414402
7.28		12414522
7.28		12414643
7.28		12414763
7.28		12414882
7.28		12415002
7.28		12415123
7.28		12415243
7.28		12415363
7.28		12415483
7.28		12415603
7.28		12415723
7.28		12415844
7.28		12415964
7.28		12416083
7.28		12416204
7.28		12416324
7.28		12416447
7.28		12416567
7.28		12416688
7.28		12416807
7.28		12416927
7.28		12417047
7.28		12417168
7.28		12417288
7.28		12417408
7.28		12417527
7.28		12417647
7.28		12417768
7.28		12417888
7.28		12418008
7.28		12418127
7.28		12418247
7.28		12418368
7.28		12418488
7.28		12418608
7.28		12418727
7.28		12418847
7.28		12418968
7.28		12419088
7.28		12419208
7.28		12419328
7.28		12419447
7.28		12419568
7.28		12419688
7.28		12419808
7.28		12419928
7.28		12420047
7.28		12420168
7.28		12420290
7.28		12420411
7.28		12420531
7.28		12420651
7.28		12420770
7.28		12420890
7.28		12421011
7.28		12421131
7.28		12421251
7.28		12421370
7.28		12421490
7.28		12421611
7.28		12421731
7.28		12421851
7.28		12421970
7.28		12422090
7.28		12422211
7.28		12422331
7.28		12422451
7.28		12422571
7.28		12422691
7.28		12422811
7.28		12422931
7.28		12423051
7.28		12423172
7.28		12423291
7.28		12423411
7.28		12423531
7.28		12423651
7.28		12423771
7.28		12423891
7.28		12424011
7.28		12424134
7.28		12424254
7.28		12424374
7.28		12424495
7.28		12424614
7.28		12424734
7.28		12424855
7.28		12424975
7.28		12425095
7.28		12425216
7.28		12425335
7.28		12425455
7.28		12425576
7.28		12425696
7.28		12425816
7.28		12425936
7.28		12426056
7.28		12426176
7.28		12426297
7.28		12426417
7.28		12426536
7.28		12426656
7.28		12426777
7.28		12426897
7.28		12427017
7.28		12427138
7.28		12427257
7.28		12427377
7.28		12427498
7.28		12427618
7.28		12427738
7.28		12427858
7.28		12427981
7.28		12428101
7.28		12428221
7.28		12428342
7.28		12428462
7.28		12428581
7.28		12428701
7.28		12428822
7.28		12428942
7.28		12429062
7.28		12429182
7.28		12429302
7.28		12429422
7.28		12429542
7.28		12429663
7.28		12429783
7.28		12429902
7.28		12430022
7.28		12430143
7.28		12430263
7.28		12430383
7.28		12430503
7.28		12430623
7.28		12430743
7.28		12430863
7.28		12430984
7.28		12431104
7.28		12431223
7.28		12431343
7.28		12431464
7.28		12431584
7.28		12431704
7.28		12431837
7.28		12431956
7.28		12432076
7.28		12432197
7.28		12432317
7.28		12432438
7.28		12432558
7.28		12432677
7.28		12432798
